"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","GJ1","GK1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MG1","MH1","MK1","OE1","OE2","OE3","REM","EQD"
"72297793184","2003-01-01T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0161,5","240,N,+0089,5",,,,,,,"10183,9,99999,4",,,"1,24,00671,280,1249,5","2,24,00536,220,1358,5","3,24,00165,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6124 HR MAX TEMP TIME (LST):1406 24 HR MIN TEMP (F): 4824 HR MIN TEMP TIME (LST):0653 AVERAGE STATION PRESSURE:30.07  PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):1249  FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):220 FASTEST 2MIN TIME (LST):1358 AVERAGE WIND SPEED (MPH): 3.7 24 HR AVG TEMP (F):55 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2003-01-01T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOM  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,"00559,9,6","00259,9,1616,9999,9999,6","11,6,02,6,99,9,00,5","005,0048,9,200347,5","010,0071,9,200350,5","015,0008,9,200353,5","020,0089,9,200356,6","030,0097,9,200405,6","045,0109,9,200423,6","060,0130,9,200437,6","080,0155,9,161625,5","100,0178,9,161625,5","120,0023,9,161622,5","150,0226,9,161641,6","180,0234,9,161723,6",,,,,"744,N,+0872,5","744,M,+1800,5","744,A,+1339,5","744,H,0269,7","744,C,0000,5","00,5,00,5,00,5,00,5",,"10163,4,10193,4","99999,999999,7,10095,161724,7",,,,"SOM797PCP MTOT: 2.20 PCP GT 24HRS: 1.02 DATE(S):162+ DAYS W/PCP >=.01:11 DAYS W/PCP >=.10: 2 DAYS W/PCP >=1.00:  MSDP AMTS W/DATE-TIME TAGS:MIN:5  .19  20/0347 MIN:10  .28  20/0350 MIN:15  .03  20/0353 MIN:20  .35  20/0356 MIN:30  .38  20/0405 MIN:45  .43  20/0423 MIN:60  .51  20/0437 MIN:80  .61  16/1625 MIN:100  .70  16/1625 MIN:120  .09  16/1622 MIN:150  .89  16/1641 MIN:180  .92  16/1723 SN GT DP ON GRND:0 - DATE(S):0  AVG DLY MIN: 47.7 AVG DLY MAX: 64.4 AVG MLY TMP: 56.1 DAYS MAX <=32:  DAYS MAX >=70: 0 DAYS MAX >=90: 0 DAYS MIN <=32: 0 DAYS MIN  <=0: 0 AVG STP:30.01  AVG SLP:30.10  LWST SLP:29.81 DATE/TIME:161724 HGST SLP:  .00 DATE/TIME: 00000 HDD MTH TOT: 269 DEP NORM:-946 SEASON(JUL 1-JUN 30):    0 DEP NORM:0   0 CDD MTH TOT:   0 DEP NORM:   0 SEASON(JAN 1-DEC 31):    0 DEP NORM:   0","R01  2.207ABP070R02  1.027ADP081R03    117AE1100R04      7AE2103R05   .357A04020R06   .387A05028R07   .437A06034R08   .517A07040R09   .897A11066R10   .927A12072R11   0 -7AKS007R12   2697KDH015R13   .007MKX021"
"72297793184","2003-01-02T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0233,5","240,N,+0067,6",,,,,,,"10163,9,99999,4",,,"1,24,00805,030,1317,5","2,24,00626,030,1317,5","3,24,00130,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7424 HR MAX TEMP TIME (LST):1445 24 HR MIN TEMP (F): 4424 HR MIN TEMP TIME (LST):0727 AVERAGE STATION PRESSURE:30.01  PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG): 30 PEAK WIND TIME (LST):1317  FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG): 30 FASTEST 2MIN TIME (LST):1317 AVERAGE WIND SPEED (MPH): 2.9 24 HR AVG TEMP (F):59 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01    447KAN014"
"72297793184","2003-01-03T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0278,5","240,N,+0078,5",,,,,,,"10156,9,99999,4",,,"1,24,00536,210,2119,5","2,24,00402,210,2120,5","3,24,00058,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 8224 HR MAX TEMP TIME (LST):1430 24 HR MIN TEMP (F): 4624 HR MIN TEMP TIME (LST):0635 AVERAGE STATION PRESSURE:29.99  PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):2119  FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG):210 FASTEST 2MIN TIME (LST):2120 AVERAGE WIND SPEED (MPH): 1.3 24 HR AVG TEMP (F):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2003-01-04T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0261,5","240,N,+0094,5",,,,,,,"10152,9,99999,4",,,"1,24,00581,120,0728,5","2,24,00358,200,0915,5","3,24,00054,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7924 HR MAX TEMP TIME (LST):1505 24 HR MIN TEMP (F): 4924 HR MIN TEMP TIME (LST):0508 AVERAGE STATION PRESSURE:29.98  PEAK WIND SPEED (MPH): 13 PEAK WIND DIR (DEG):120 PEAK WIND TIME (LST):0728  FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):0915 AVERAGE WIND SPEED (MPH): 1.2 24 HR AVG TEMP (F):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2003-01-05T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0250,5","240,N,+0094,5",,,,,,,"10159,9,99999,4",,,"1,24,00447,240,1410,5","2,24,00402,260,1431,5","3,24,00076,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7724 HR MAX TEMP TIME (LST):1347 24 HR MIN TEMP (F): 4924 HR MIN TEMP TIME (LST):0721 AVERAGE STATION PRESSURE:30.00  PEAK WIND SPEED (MPH): 10 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1410  FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1431 AVERAGE WIND SPEED (MPH): 1.7 24 HR AVG TEMP (F):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2003-01-06T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0244,5","240,N,+0089,5",,,,,,,"10108,9,99999,4",,,"1,24,02146,050,2358,5","2,24,01609,060,2356,5","3,24,00241,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7624 HR MAX TEMP TIME (LST):1256 24 HR MIN TEMP (F): 4824 HR MIN TEMP TIME (LST):0707 AVERAGE STATION PRESSURE:29.85  PEAK WIND SPEED (MPH): 48 PEAK WIND DIR (DEG): 50 PEAK WIND TIME (LST):2358  FASTEST 2MIN SPEED (MPH): 36FASTEST 2MIN DIR (DEG): 60 FASTEST 2MIN TIME (LST):2356 AVERAGE WIND SPEED (MPH): 5.4 24 HR AVG TEMP (F):62 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2003-01-07T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0239,5","240,N,+0189,5",,,,,,,"10119,9,99999,4",,,"1,24,02190,030,0845,5","2,24,01788,060,0058,5","3,24,00992,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7524 HR MAX TEMP TIME (LST):1545 24 HR MIN TEMP (F): 6624 HR MIN TEMP TIME (LST):0749 AVERAGE STATION PRESSURE:29.88  PEAK WIND SPEED (MPH): 49 PEAK WIND DIR (DEG): 30 PEAK WIND TIME (LST):0845  FASTEST 2MIN SPEED (MPH): 40FASTEST 2MIN DIR (DEG): 60 FASTEST 2MIN TIME (LST):0058 AVERAGE WIND SPEED (MPH):22.2 24 HR AVG TEMP (F):71 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2003-01-08T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0289,5","240,N,+0150,5",,,,,,,"10112,9,99999,4",,,"1,24,01609,070,0404,5","2,24,01252,060,0358,5","3,24,00371,999,9999,5","SOD58324 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 8424 HR MAX TEMP TIME (LST):1410 24 HR MIN TEMP (F): 5924 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.86  PEAK WIND SPEED (MPH): 36 PEAK WIND DIR (DEG): 70 PEAK WIND TIME (LST):0404  FASTEST 2MIN SPEED (MPH): 28FASTEST 2MIN DIR (DEG): 60 FASTEST 2MIN TIME (LST):0358 AVERAGE WIND SPEED (MPH): 8.3 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2003-01-09T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0010,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0178,5","240,N,+0117,5",,,,,,,"10146,9,99999,4",,,"1,24,00536,210,1259,5","2,24,00447,210,1255,5","3,24,00094,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.04 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6424 HR MAX TEMP TIME (LST):1609 24 HR MIN TEMP (F): 5324 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.96  PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):1259  FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):210 FASTEST 2MIN TIME (LST):1255 AVERAGE WIND SPEED (MPH): 2.1 24 HR AVG TEMP (F):59 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00   T    T    T   .01  .03   T   .00  .00  .00  .00  .00  .00  .00  .00  .00",
