"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","GJ1","GK1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MG1","MH1","MK1","OE1","OE2","OE3","REM","EQD"
"72297793184","2001-01-02T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"240,M,+0233,5","240,N,+0072,6",,,,,,,"10166,9,99999,4",,,"1,24,00626,240,1331,5","2,24,00447,240,1331,5","3,24,00107,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 7424 HR MAX TEMP TIME (LST):1325 24 HR MIN TEMP (F): 4524 HR MIN TEMP TIME (LST):2049 AVERAGE STATION PRESSURE:30.02  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1331  FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1331 AVERAGE WIND SPEED (MPH): 2.4 24 HR AVG TEMP (F):60 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01    457KAN014"
"72297793184","2001-01-03T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"240,M,+0272,5","240,N,+0050,5",,,,,,,"10196,9,99999,4",,,"1,24,01475,060,1142,5","2,24,01252,060,1142,5","3,24,00371,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 8124 HR MAX TEMP TIME (LST):1423 24 HR MIN TEMP (F): 4124 HR MIN TEMP TIME (LST):0621 AVERAGE STATION PRESSURE:30.11  PEAK WIND SPEED (MPH): 33 PEAK WIND DIR (DEG):060 PEAK WIND TIME (LST):1142  FASTEST 2MIN SPEED (MPH): 28FASTEST 2MIN DIR (DEG):060 FASTEST 2MIN TIME (LST):1142 AVERAGE WIND SPEED (MPH): 8.3 24 HR AVG TEMP (F):61 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2001-01-04T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"240,M,+0272,5","240,N,+0106,5",,,,,,,"10210,9,99999,4",,,"1,24,00983,070,0812,5","2,24,00626,050,0816,5","3,24,00183,999,9999,5","SOD52324 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 8124 HR MAX TEMP TIME (LST):1426 24 HR MIN TEMP (F): 5124 HR MIN TEMP TIME (LST):0706 AVERAGE STATION PRESSURE:30.15  PEAK WIND SPEED (MPH): 22 PEAK WIND DIR (DEG):070 PEAK WIND TIME (LST):0812  FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):050 FASTEST 2MIN TIME (LST):0816 AVERAGE WIND SPEED (MPH): 4.1 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2001-01-05T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"240,M,+0267,5","240,N,+0078,5",,,,,,,"10176,9,99999,4",,,"1,24,00536,210,1535,5","2,24,00447,210,1536,5","3,24,00085,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 8024 HR MAX TEMP TIME (LST):1359 24 HR MIN TEMP (F): 4624 HR MIN TEMP TIME (LST):0628 AVERAGE STATION PRESSURE:30.05  PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):1535  FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):210 FASTEST 2MIN TIME (LST):1536 AVERAGE WIND SPEED (MPH): 1.9 24 HR AVG TEMP (F):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2001-01-06T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,2,5",,,,,,,,,,,,,,,,,,"240,M,+0206,5","240,N,+0089,5",,,,,,,"10159,9,99999,4",,,"1,24,00447,220,1436,5","2,24,00402,220,1437,5","3,24,00063,999,9999,5","SOD54524 HR PRECIPITATION (IN):  T   24 HR MAX TEMP (F): 6924 HR MAX TEMP TIME (LST):1414 24 HR MIN TEMP (F): 4824 HR MIN TEMP TIME (LST):0548 AVERAGE STATION PRESSURE:30.00  PEAK WIND SPEED (MPH): 10 PEAK WIND DIR (DEG):220 PEAK WIND TIME (LST):1436  FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG):220 FASTEST 2MIN TIME (LST):1437 AVERAGE WIND SPEED (MPH): 1.4 24 HR AVG TEMP (F):59 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00   T    T    T    T    T   .00  .00  .00  .00",
"72297793184","2001-01-07T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,,,"240,M,+0206,5","240,N,+0094,5",,,,,,,"10139,9,99999,4",,,"1,24,00581,210,1148,5","2,24,00536,200,1145,5","3,24,00161,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 6924 HR MAX TEMP TIME (LST):1403 24 HR MIN TEMP (F): 4924 HR MIN TEMP TIME (LST):0711 AVERAGE STATION PRESSURE:29.94  PEAK WIND SPEED (MPH): 13 PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):1148  FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):1145 AVERAGE WIND SPEED (MPH): 3.6 24 HR AVG TEMP (F):59 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2001-01-08T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,,,"240,M,+0211,5","240,N,+0067,5",,,,,,,"10129,9,99999,4",,,"1,24,00626,190,1444,5","2,24,00536,200,1445,5","3,24,00148,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 7024 HR MAX TEMP TIME (LST):1331 24 HR MIN TEMP (F): 4424 HR MIN TEMP TIME (LST):0653 AVERAGE STATION PRESSURE:29.91  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):190 PEAK WIND TIME (LST):1444  FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):1445 AVERAGE WIND SPEED (MPH): 3.3 24 HR AVG TEMP (F):57 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2001-01-09T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0137,9,5",,,,,,,,,,,,,,,,,,"240,M,+0144,5","240,N,+0089,5",,,,,,,"10102,9,99999,4",,,"1,24,00581,310,1424,5","2,24,00447,060,1305,5","3,24,00192,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.54 24 HR MAX TEMP (F): 5824 HR MAX TEMP TIME (LST):1156 24 HR MIN TEMP (F): 4824 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.83  PEAK WIND SPEED (MPH): 13 PEAK WIND DIR (DEG):310 PEAK WIND TIME (LST):1424  FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):060 FASTEST 2MIN TIME (LST):1305 AVERAGE WIND SPEED (MPH): 4.3 24 HR AVG TEMP (F):53 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00   T   .02  .10  .04  .16  .20  .02   T   .00  .00  .00  .00  .00  .00",
"72297793184","2001-01-10T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,,,"240,M,+0167,5","240,N,+0083,5",,,,,,,"10112,9,99999,4",,,"1,24,00715,220,1359,5","2,24,00626,220,1359,5","3,24,00170,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 6224 HR MAX TEMP TIME (LST):1315 24 HR MIN TEMP (F): 4724 HR MIN TEMP TIME (LST):0654 AVERAGE STATION PRESSURE:29.86  PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):220 PEAK WIND TIME (LST):1359  FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):220 FASTEST 2MIN TIME (LST):1359 AVERAGE WIND SPEED (MPH): 3.8 24 HR AVG TEMP (F):55 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2001-01-11T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0185,9,5",,,,,,,,,,,,,,,,,,"240,M,+0156,5","240,N,+0089,5",,,,,,,"10139,9,99999,4",,,"1,24,01386,140,2243,5","2,24,01028,160,2244,5","3,24,00393,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.73 24 HR MAX TEMP (F): 6024 HR MAX TEMP TIME (LST):1222 24 HR MIN TEMP (F): 4824 HR MIN TEMP TIME (LST):0257 AVERAGE STATION PRESSURE:29.94  PEAK WIND SPEED (MPH): 31 PEAK WIND DIR (DEG):140 PEAK WIND TIME (LST):2243  FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):2244 AVERAGE WIND SPEED (MPH): 8.8 24 HR AVG TEMP (F):54 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .03  .11  .14  .13  .06  .10   T   .07  .09",
