"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","GJ1","GK1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MG1","MH1","MK1","OE1","OE2","OE3","REM","EQD"
"72297793184","2002-01-01T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0156,5","240,N,+0117,5",,,,,,,"10159,9,99999,4",,,"1,24,00536,230,1149,5","2,24,00402,240,1151,5","3,24,00089,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6024 HR MAX TEMP TIME (LST):1511 24 HR MIN TEMP (F): 5324 HR MIN TEMP TIME (LST):2217 AVERAGE STATION PRESSURE:30.00  PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):1149  FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1151 AVERAGE WIND SPEED (MPH): 2.0 24 HR AVG TEMP (F):57 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2002-01-01T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOM  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,"00234,9,6","00058,9,2929,9999,9999,6","07,6,04,6,99,9,00,5","005,0010,9,141344,5","010,0018,9,141346,5","015,0020,9,141346,5","020,0025,9,141346,5","030,0028,9,141346,5","045,0030,9,301716,5","060,0033,9,301722,5","080,0038,9,301722,5","100,0041,9,141346,5","120,0041,9,141346,5","150,0041,9,141346,5","180,0046,9,141346,5",,,,,"744,N,+0717,5","744,M,+1767,5","744,A,+1244,5","744,H,0322,7","744,C,0000,5","00,5,00,5,00,5,00,5",,"10159,4,10190,4","10271,130942,5,10058,141615,5",,,,"SOM806PCP MTOT: 0.92 DEPNRM: 0.00 PCP GT 24HRS: 0.23 DATE(S):29 DAYS W/PCP >=.01: 7 DAYS W/PCP >=.10: 4 DAYS W/PCP >=1.00:  MSDP AMTS W/DATE-TIME TAGS:MIN:5  .04  14/1344 MIN:10  .07  14/1346 MIN:15  .08  14/1346 MIN:20  .10  14/1346 MIN:30  .11  14/1346 MIN:45  .12  30/1716 MIN:60  .13  30/1722 MIN:80  .15  30/1722 MIN:100  .16  14/1346 MIN:120  .16  14/1346 MIN:150  .16  14/1346 MIN:180  .18  14/1346 SN GT DP ON GRND:0 DATE(S):0  AVG DLY MIN: 44.9 AVG DLY MAX: 63.8 AVG MLY TMP: 54.4 DAYS MAX <=32:  DAYS MAX >=70: 0 DAYS MAX >=90: 0 DAYS MIN <=32: 0 DAYS MIN  <=0: 0 AVG STP:30.00  AVG SLP:30.09  LWST SLP:29.70 DATE/TIME:141615 HGST SLP:30.33 DATE/TIME:130942 HDD MTH TOT: 322 DEP NORM:-255 SEASON(JUL 1-JUN 30):  467 DEP NORM:02261 CDD MTH TOT:   0 DEP NORM:-255 SEASON(JAN 1-DEC 31):  810 DEP NORM:2043","R01  0.927ABP070R02  0.237ADP081R03     77AE1100R04      7AE2103R05   3227KDH015"
"72297793184","2002-01-02T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0178,5","240,N,+0117,6",,,,,,,"10159,9,99999,4",,,"1,24,00536,280,1553,5","2,24,00447,260,1530,5","3,24,00072,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6424 HR MAX TEMP TIME (LST):1505 24 HR MIN TEMP (F): 5324 HR MIN TEMP TIME (LST):0739 AVERAGE STATION PRESSURE:30.00  PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):1553  FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1530 AVERAGE WIND SPEED (MPH): 1.6 24 HR AVG TEMP (F):59 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01    537KAN014"
"72297793184","2002-01-03T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0172,5","240,N,+0122,5",,,,,,,"10163,9,99999,4",,,"1,24,00715,220,1406,5","2,24,00581,220,1411,5","3,24,00152,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6324 HR MAX TEMP TIME (LST):1321 24 HR MIN TEMP (F): 5424 HR MIN TEMP TIME (LST):0632 AVERAGE STATION PRESSURE:30.01  PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):220 PEAK WIND TIME (LST):1406  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):220 FASTEST 2MIN TIME (LST):1411 AVERAGE WIND SPEED (MPH): 3.4 24 HR AVG TEMP (F):59 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2002-01-04T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0003,9,5",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0172,5","240,N,+0106,5",,,,,,,"10176,9,99999,4",,,"1,24,00626,240,1417,5","2,24,00581,240,1415,5","3,24,00112,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.01 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6324 HR MAX TEMP TIME (LST):1406 24 HR MIN TEMP (F): 5124 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:30.05  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1417  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1415 AVERAGE WIND SPEED (MPH): 2.5 24 HR AVG TEMP (F):57 HOURLY INCREMENTAL PRECIPITATION VALUES (IN): T    T   .00   T   .00  .00  .00  .01  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72297793184","2002-01-05T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0172,5","240,N,+0100,5",,,,,,,"10203,9,99999,4",,,"1,24,00626,260,1302,5","2,24,00536,260,1302,5","3,24,00121,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6324 HR MAX TEMP TIME (LST):1546 24 HR MIN TEMP (F): 5024 HR MIN TEMP TIME (LST):2340 AVERAGE STATION PRESSURE:30.13  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):1302  FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1302 AVERAGE WIND SPEED (MPH): 2.7 24 HR AVG TEMP (F):57 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2002-01-06T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0211,5","240,N,+0078,5",,,,,,,"10230,9,99999,4",,,"1,24,00447,200,1605,5","2,24,00358,210,1704,5","3,24,00063,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7024 HR MAX TEMP TIME (LST):1359 24 HR MIN TEMP (F): 4624 HR MIN TEMP TIME (LST):0659 AVERAGE STATION PRESSURE:30.21  PEAK WIND SPEED (MPH): 10 PEAK WIND DIR (DEG):200 PEAK WIND TIME (LST):1605  FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG):210 FASTEST 2MIN TIME (LST):1704 AVERAGE WIND SPEED (MPH): 1.4 24 HR AVG TEMP (F):58 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2002-01-07T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0206,5","240,N,+0078,5",,,,,,,"10227,9,99999,4",,,"1,24,00447,270,1335,5","2,24,00358,260,1302,5","3,24,00089,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6924 HR MAX TEMP TIME (LST):1435 24 HR MIN TEMP (F): 4624 HR MIN TEMP TIME (LST):0706 AVERAGE STATION PRESSURE:30.20  PEAK WIND SPEED (MPH): 10 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):1335  FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1302 AVERAGE WIND SPEED (MPH): 2.0 24 HR AVG TEMP (F):58 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2002-01-08T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0244,5","240,N,+0089,5",,,,,,,"10193,9,99999,4",,,"1,24,00626,250,1526,5","2,24,00581,260,1526,5","3,24,00058,999,9999,5","SOD58324 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7624 HR MAX TEMP TIME (LST):1445 24 HR MIN TEMP (F): 4824 HR MIN TEMP TIME (LST):0659 AVERAGE STATION PRESSURE:30.10  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):1526  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1526 AVERAGE WIND SPEED (MPH): 1.3 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72297793184","2002-01-09T07:59:00","6","33.68","-117.86639","16.5","SANTA ANA JOHN WAYNE AIRPORT, CA US","SOD  ","KSNA ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,"0000,5","000,5","240,M,+0217,5","240,N,+0083,5",,,,,,,"10142,9,99999,4",,,"1,24,00671,260,1519,5","2,24,00581,270,1520,5","3,24,00116,999,9999,5","SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7124 HR MAX TEMP TIME (LST):1356 24 HR MIN TEMP (F): 4724 HR MIN TEMP TIME (LST):0704 AVERAGE STATION PRESSURE:29.95  PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):1519  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):270 FASTEST 2MIN TIME (LST):1520 AVERAGE WIND SPEED (MPH): 2.6 24 HR AVG TEMP (F):59 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
